ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,
5.0151,-1.8717,7.5523,5.0067,-1.9203,8.2107,0.4887,1.0931,3.5275,1.3744,0.6418,0.201,1,-28.44,-13.82,-32.75,168,18.35,-32.75,0,62.29,49.006443,8.410364,171,NaN,5.87,10.72,332.1,17 / 26,189013,2018-07-11 10:24:30:256,,
4.1272,-6.0239,10.3905,4.7714,-3.8954,7.6309,-0.6489,-0.5477,0.4435,-0.2398,-0.0749,-0.4016,2,-25.37,-6.02,-30.17,164.35,23.72,-31.13,0,58.321,49.00649,8.410311,171,NaN,5.58,9.648001,330.7,17 / 26,189513,2018-07-11 10:24:30:756,,
4.5189,-2.8588,7.9342,4.5132,-2.0916,8.4514,-0.2184,-0.3662,-0.0796,-1.1664,-0.0167,0.0777,2,-18.58,-22.48,-19.51,165.97,5.97,-30.61,0,52.85,49.00649,8.410311,171,NaN,5.58,9.648001,330.7,17 / 26,190012,2018-07-11 10:24:31:255,,
2.4786,-4.0721,9.4657,5.0467,-3.1688,7.7884,-0.5969,-2.5503,0.8279,0.6201,-0.2972,-0.7753,2,-12.73,-6.72,-31.78,200.26,18.85,-32.94,0,56.44,49.00654,8.410339,171,NaN,5.17,8.576,349.7,16 / 26,190512,2018-07-11 10:24:31:755,,
5.9933,-5.2631,13.3861,4.4548,-4.3396,7.5824,-0.1538,-0.0895,2.132,-1.2323,1.0194,-0.0122,2,-4.94,-7.24,-37.16,218,23.45,-32.34,0,61.237,49.00654,8.410339,171,NaN,5.17,8.576,349.7,16 / 26,191012,2018-07-11 10:24:32:255,,
2.8903,-0.7934,6.3624,4.43,-1.4993,8.6196,-0.2182,-0.1459,-4.293,0.2553,0.5038,0.1768,1,-11.41,-18.35,-34.32,197.9,10.33,-30.44,0,60.952,49.00659,8.410283,173,NaN,5.53,9.648001,347.7,17 / 26,191512,2018-07-11 10:24:32:755,,
3.8613,-4.6328,10.0218,3.9797,-4.1703,7.9336,0.6391,-1.0009,2.5445,1.1617,-0.1547,-0.2752,2,-10.2,-6.64,-39.19,200.33,25.17,-26.64,0,59.227,49.00659,8.410283,173,NaN,5.53,9.648001,347.7,17 / 26,192012,2018-07-11 10:24:33:255,,
5.4979,-3.1222,11.6458,3.6681,-4.7224,7.7727,1.1815,-0.7004,3.3719,-1.4888,-0.6971,-0.0025,2,-14.76,-8.62,-38.41,186.58,22.17,-25.38,0,56.343,49.00664,8.410288,173,NaN,5.34,10.72,358.8,19 / 26,192513,2018-07-11 10:24:33:756,,
4.269,-1.4621,4.7315,3.8943,-1.552,8.8655,0.1968,0.3913,-3.9712,1.4514,0.5784,0.3982,1,-20.43,-15.8,-34.19,174.88,14.24,-27.18,0,57.403,49.00664,8.410288,173,NaN,5.34,10.72,358.8,19 / 26,193013,2018-07-11 10:24:34:256,,
4.1561,-5.0057,9.2725,4.0787,-4.4776,7.7127,0.3662,-0.1013,0.7444,0.5123,-0.1068,-0.4854,2,-7.02,2.04,-35.99,210.92,29.64,-25.94,0,56.897,49.0067,8.410302,172,NaN,5.39,9.648001,355.1,18 / 26,193512,2018-07-11 10:24:34:755,,
5.7145,-4.17,9.339,4.4475,-3.5289,7.9961,0.2626,0.1753,-0.4903,-1.2015,0.6045,0.1061,1,-13.08,-11.99,-37.94,195.63,21.09,-29.08,0,60.5,49.0067,8.410302,172,NaN,5.39,9.648001,355.1,18 / 26,194012,2018-07-11 10:24:35:255,,
4.3311,-0.1969,8.0887,3.6526,-1.9055,8.8993,-0.711,0.6646,-5.5771,1.3114,0.5708,0.4933,1,-13.02,-18.02,-34.7,187.61,15.51,-25.98,0,59.969,49.006767,8.410315,174,NaN,6.03,11.792,356,20 / 26,194512,2018-07-11 10:24:35:755,,
3.3793,-4.663,8.6248,4.0853,-3.9796,7.9777,-1.1334,0.6637,1.0221,0.2751,-0.1337,-0.7699,2,-13.36,-10.08,-38.78,187.63,27.69,-23.65,0,61.243,49.006767,8.410315,174,NaN,6.03,11.792,356,20 / 26,195012,2018-07-11 10:24:36:255,,
4.3342,-3.9953,8.9597,4.1883,-3.2371,8.2553,-0.5883,-0.0792,-0.1309,-0.8146,-1.0738,0.3793,1,-15.55,-13.45,-34.33,182.59,19.27,-26.9,0,60.044,49.006767,8.410315,174,NaN,6.03,11.792,356,20 / 26,195512,2018-07-11 10:24:36:755,,
3.9306,-3.7763,8.3745,5.0942,-2.4057,8.027,-0.4457,0.6915,0.8935,1.2116,0.01,0.0751,2,-21.39,-12.54,-30.97,181.67,21.07,-35.26,0,59.177,49.006767,8.410315,174,NaN,6.03,11.792,356,20 / 26,196012,2018-07-11 10:24:37:255,,
4.8346,-5.2442,8.514,3.8401,-4.7849,7.6504,-0.4259,-0.5195,1.9907,-1.0355,0.8138,-0.1433,2,-13.42,-5.61,-37.54,192.42,29.2,-26.65,0,61.184,49.006817,8.410307,171,NaN,3.96,13.936001,4.9,20 / 26,196512,2018-07-11 10:24:37:755,,
3.8671,-3.694,6.8335,4.1585,-2.569,8.5016,-0.1549,-0.8265,-4.0825,-0.2475,0.1782,0.3103,1,-14.38,-16.91,-33.01,185.52,14.61,-26.93,0,59.863,49.006817,8.410307,171,NaN,3.96,13.936001,4.9,20 / 26,197012,2018-07-11 10:24:38:255,,
5.6253,-7.2258,9.4165,4.2722,-4.5403,7.57,-0.4636,-1.6466,-0.1854,0.868,-0.687,-0.4492,2,-13.12,-5.22,-37.16,197.1,27.58,-29.44,0,60.056,49.006924,8.410338,170,NaN,6.42,15.008,5.2,20 / 26,197512,2018-07-11 10:24:38:755,,
4.563,-5.7596,8.9001,3.7811,-4.7662,7.6914,0.5075,-0.65,1.1453,-0.7476,0.7607,0.2583,2,-16.11,-7.25,-37.27,192.12,25.03,-30.51,0,61.008,49.006924,8.410338,170,NaN,6.42,15.008,5.2,20 / 26,198012,2018-07-11 10:24:39:255,,
5.9221,-1.4953,3.8644,4.2533,-1.986,8.6102,0.0315,-0.5125,-4.5031,2.1543,0.3283,0.3396,1,-16.76,-15.82,-36.6,182.74,11.68,-26.29,0,60.062,49.006996,8.410271,170,NaN,6.86,15.008,346.6,19 / 26,198513,2018-07-11 10:24:39:756,,
2.5567,-4.9421,7.6451,4.2893,-4.4434,7.6176,-1.1028,-0.8148,0.3425,0.1417,-0.516,-0.3741,2,-14.77,-4.57,-39.89,186.9,28.54,-24.57,0,63.193,49.006996,8.410271,170,NaN,6.86,15.008,346.6,19 / 26,199013,2018-07-11 10:24:40:256,,
3.1721,-4.0073,7.7004,3.9918,-4.6719,7.6426,-0.847,0.6652,1.0146,-0.6142,0.7489,0.157,2,-17.42,-6.78,-38.89,190.65,25.5,-29.78,0,56.884,49.007072,8.410254,169,NaN,8.03,11.792,354.5,19 / 26,199512,2018-07-11 10:24:40:755,,
3.4279,-3.8109,6.4719,4.1212,-2.7458,8.4644,-0.1437,-0.4759,-2.3089,-1.6502,0.4118,-0.0065,1,-15.47,-16.28,-35.86,190.64,9.6,-28.77,0,60.117,49.007072,8.410254,169,NaN,8.03,11.792,354.5,19 / 26,200012,2018-07-11 10:24:41:255,,
3.8641,-2.6933,8.4878,4.8073,-3.1376,7.9508,-0.4546,0.1692,-0.4297,1.1584,-0.6972,-0.2931,2,-16.59,-14.42,-34.55,187.9,18.66,-31.16,0,60.997,49.00715,8.410249,169,NaN,8.5,11.792,351.8,18 / 26,200512,2018-07-11 10:24:41:755,,
3.4426,-4.7477,8.4482,3.9807,-4.8728,7.5219,-0.6484,0.2673,0.5695,-1.0503,0.5565,0.8679,2,-16.5,-9.02,-36.11,185.1,27.18,-28.64,0,61.537,49.00715,8.410249,169,NaN,8.5,11.792,351.8,18 / 26,201013,2018-07-11 10:24:42:256,,
3.87,-3.2584,13.4148,4.3536,-4.8038,7.358,-0.1097,1.3694,5.5715,-2.4357,-0.1767,0.3316,1,-13.43,-8.19,-32.54,195.54,17.33,-29.66,0,62.143,49.007225,8.410209,169,NaN,8.14,10.72,350.9,17 / 26,201512,2018-07-11 10:24:42:755,,
5.1639,-1.4873,5.9907,4.8913,-2.5439,8.1101,-0.3522,1.4202,-2.547,0.168,0.4802,0.0845,1,-14.53,-14.46,-34.92,192.65,15.03,-31.09,0,64.674,49.007225,8.410209,169,NaN,8.14,10.72,350.9,17 / 26,202012,2018-07-11 10:24:43:255,,
3.7399,-6.9727,6.4738,3.9835,-4.7145,7.6207,-0.9802,-1.563,-0.0463,0.1673,-0.1539,-0.3837,2,-15.01,-6.03,-36.16,188.04,28.73,-27.6,0,64.028,49.0073,8.410178,169,NaN,8.08,11.792,352.4,17 / 26,202512,2018-07-11 10:24:43:755,,
3.8253,-5.4876,9.232,3.8766,-4.9705,7.5124,0.1701,-0.3987,1.4626,-0.3405,-0.1456,-0.106,2,-13.18,-4.55,-36.58,193.93,29.19,-27.83,0,65.003,49.0073,8.410178,169,NaN,8.08,11.792,352.4,17 / 26,203013,2018-07-11 10:24:44:256,,
3.7747,-4.5732,6.8861,3.9039,-3.7033,8.1985,-0.3563,-0.3579,-2.2399,-1.3804,0.4796,0.2742,1,-13.37,-13,-33.38,190.06,13.67,-27.52,0,63.516,49.00739,8.410165,169,NaN,8.17,13.936001,354.8,17 / 26,203513,2018-07-11 10:24:44:756,,
4.2782,-2.5793,8.9552,4.1158,-3.0047,8.3787,0.5498,0.178,1.1822,1.7841,-0.2656,0.0543,2,-13.95,-12.67,-33.83,185.86,17.84,-26.16,0,62.554,49.00739,8.410165,169,NaN,8.17,13.936001,354.8,17 / 26,204013,2018-07-11 10:24:45:256,,
4.6718,-4.2715,9.9169,4.1762,-4.095,7.8715,0.7564,-0.1463,2.6724,-0.1435,0.1208,-0.1296,1,-11.03,-3.82,-37.63,191.27,31.75,-23.11,0,64.108,49.007477,8.410134,169,NaN,8.51,17.152,354.3,19 / 26,204513,2018-07-11 10:24:45:756,,
4.6258,-5.2594,12.2644,3.6972,-4.9806,7.5957,0.7425,-0.3758,3.1309,-0.6162,-0.1983,0.1159,0,-12.76,-4.04,-37.66,192.18,28.67,-25.87,0,64.15,49.007477,8.410134,169,NaN,8.51,17.152,354.3,19 / 26,205012,2018-07-11 10:24:46:255,,
4.12,-4.3098,3.8682,4.313,-3.5537,8.0585,-0.6465,-0.4008,-4.2313,-2.0063,0.283,0.205,1,-17.23,-14.17,-33.57,185.99,13.08,-30.08,0,63.783,49.007515,8.410115,169,NaN,7.2,15.008,354.6,20 / 26,205512,2018-07-11 10:24:46:755,,
3.2496,-1.1958,3.363,4.4983,-2.3394,8.3943,-1.5627,1.9938,-5.4737,0.7556,-0.0055,0.3031,1,-17.26,-14.42,-32.82,184.17,16.2,-29.94,0,64.391,49.007515,8.410115,169,NaN,7.2,15.008,354.6,20 / 26,206012,2018-07-11 10:24:47:255,,
4.021,-4.6218,8.5617,4.3962,-3.7535,7.9218,-0.5198,0.0243,1.079,-0.15,0.3201,-0.0804,1,-14.21,-7.09,-35.69,193.9,22.5,-29.03,0,65.157,49.007626,8.41009,170,NaN,8.42,17.152,352.9,20 / 26,206512,2018-07-11 10:24:47:755,,
3.9249,-4.924,8.1454,3.8757,-4.8922,7.5641,-0.1603,-0.2645,0.86,-0.4177,0.2908,0.1271,2,-14.61,-5.24,-36.07,192.13,26.79,-29.56,0,65.008,49.007626,8.41009,170,NaN,8.42,17.152,352.9,20 / 26,207013,2018-07-11 10:24:48:256,,
3.747,-1.4252,6.9097,4.2907,-2.9365,8.3149,-0.8179,1.2407,-2.9121,-1.5297,0.2334,0.2187,1,-14.98,-14.19,-34.57,186.28,17.42,-27.29,0,63.43,49.0077,8.410062,171,NaN,7.96,13.936001,352.8,21 / 26,207513,2018-07-11 10:24:48:756,,
3.2983,-0.8555,4.8497,4.795,-1.8603,8.3497,-0.9773,0.8007,-3.8081,1.5307,-0.0543,0.3345,1,-18.1,-15.05,-34.77,187.64,17.85,-32.35,0,63.999,49.0077,8.410062,171,NaN,7.96,13.936001,352.8,21 / 26,208012,2018-07-11 10:24:49:255,,
7.2623,-6.5891,12.0688,4.7429,-4.2615,7.4508,0.7927,-1.9676,3.0151,-0.6431,-0.2503,0.1816,2,-20.97,-5.98,-36.21,183.93,25.76,-32.48,0,62.72,49.007786,8.410065,172,NaN,8.14,13.936001,355,21 / 26,208512,2018-07-11 10:24:49:755,,
6.1718,-3.9553,12.2845,4.4449,-4.2773,7.6235,1.6663,0.3135,4.2996,-0.8159,0.4026,-0.1251,2,-19.6,-8.56,-34.95,183.66,20.07,-31.77,0,62.666,49.007786,8.410065,172,NaN,8.14,13.936001,355,21 / 26,209012,2018-07-11 10:24:50:255,,
4.834,-3.3862,4.7136,4.3877,-3.0918,8.2073,-0.3128,-0.4337,-2.196,-0.7436,0.6752,0.0804,1,-18.3,-17.08,-29.47,178.55,9.92,-30.87,0,62.198,49.007854,8.410072,171,NaN,8.09,15.008,354.7,21 / 26,209512,2018-07-11 10:24:50:755,,
5.1399,-4.7332,9.6992,5.0561,-2.703,7.9561,-0.6904,-0.884,1.0614,1.6096,-0.702,-0.1006,2,-15.07,-11.38,-34.3,185.93,27.02,-28.08,0,62.377,49.007854,8.410072,171,NaN,8.09,15.008,354.7,21 / 26,210012,2018-07-11 10:24:51:255,,
2.9463,-6.9525,10.4017,3.5926,-4.8376,7.737,-0.0616,-2.1623,2.3488,0.3815,0.2314,-0.4347,2,-13.21,-5.04,-38.22,189.94,29.56,-24.91,0,60.524,49.00793,8.410067,173,NaN,7.71,16.08,356.8,20 / 26,210513,2018-07-11 10:24:51:756,,
3.5502,-0.4803,5.2504,4.6407,-2.4623,8.2808,-1.6379,1.6311,-3.3624,-1.297,-0.3846,0.1414,1,-17.24,-17.19,-32.77,185.08,9.68,-30.41,0,62.082,49.00793,8.410067,173,NaN,7.71,16.08,356.8,20 / 26,211012,2018-07-11 10:24:52:255,,
5.5768,-1.5831,7.1973,4.7979,-1.6369,8.3947,0.274,0.2195,-1.9666,1.8805,0.1078,0.2416,2,-17.64,-11.97,-34.72,185.74,18.13,-30.68,0,60.672,49.007984,8.410045,174,NaN,6.63,16.08,354.5,20 / 26,211512,2018-07-11 10:24:52:755,,
4.2656,-4.6783,9.8563,3.9402,-4.6445,7.686,0.2477,-0.1566,1.0694,-0.0514,-0.196,-0.2719,2,-13.4,-3.3,-37.17,193.51,29.04,-26.92,0,62.086,49.007984,8.410045,174,NaN,6.63,16.08,354.5,20 / 26,212012,2018-07-11 10:24:53:255,,
3.4161,-3.7184,6.0681,4.5243,-3.9593,7.7475,-0.2721,0.8352,0.8682,-1.4015,-0.106,-0.0395,1,-16.01,-6.93,-35.46,189.94,23.81,-30.28,0,63.428,49.008057,8.41004,175,NaN,6.44,13.936001,352.5,20 / 26,212513,2018-07-11 10:24:53:756,,
5.2993,-1.7803,3.8848,4.3577,-1.7419,8.6108,-0.6255,0.218,-5.0508,1.8275,0.6247,0.2151,1,-16.75,-11.88,-33.21,183.01,11.54,-28.81,0,64.614,49.008057,8.41004,175,NaN,6.44,13.936001,352.5,20 / 26,213013,2018-07-11 10:24:54:256,,
3.5285,-4.8497,9.753,4.0595,-4.097,7.9313,-0.5402,-1.0384,1.543,0.4164,-0.111,-0.4807,2,-8.79,-3.08,-36.61,200.47,28.88,-25.34,0,63.201,49.008106,8.410032,177,NaN,6.29,13.936001,359,21 / 26,213513,2018-07-11 10:24:54:756,,
5.0905,-4.2041,14.4406,3.8024,-4.6491,7.7523,0.7187,0.1712,5.8749,-0.5922,-0.0741,0.3255,0,-9.61,-4.49,-37.21,198.91,28.3,-26.13,0,64.399,49.008106,8.410032,177,NaN,6.29,13.936001,359,21 / 26,214012,2018-07-11 10:24:55:255,,
2.6995,0.4866,4.1988,4.1516,-2.3489,8.5684,-0.7719,0.6956,-2.959,-1.2051,0.6293,0.181,0,-11.79,-17.83,-31.87,191.9,8.66,-28.67,0,60.936,49.008137,8.41007,175,NaN,6.19,11.792,14.8,21 / 26,214512,2018-07-11 10:24:55:755,,
2.2149,-4.3555,9.1668,4.262,-3.2499,8.2124,-1.6521,-0.4126,0.7063,0.4917,-0.2084,-0.5295,2,-8.76,-3.79,-35.77,195.65,29.75,-23.44,0,63.739,49.008137,8.41007,175,NaN,6.19,11.792,14.8,21 / 26,215012,2018-07-11 10:24:56:255,,
4.6194,-5.6159,10.1213,3.7644,-4.7487,7.7104,0.8116,-0.6096,2.2413,-0.6184,0.1068,0.3972,0,-8.67,-5.22,-34.16,204.83,21.23,-27.8,0,61.885,49.008217,8.410061,174,NaN,6.45,11.792,8,21 / 26,215512,2018-07-11 10:24:56:755,,
4.6379,-0.8988,3.1414,4.5398,-1.4836,8.565,-0.0967,-0.1805,-5.3241,-1.0225,0.4397,0.0508,0,-10.9,-17.54,-31.85,192.98,8.7,-27.93,0,59.452,49.008217,8.410061,174,NaN,6.45,11.792,8,21 / 26,216012,2018-07-11 10:24:57:255,,
3.8821,-4.1027,10.4941,4.4631,-2.9056,8.2346,-0.3564,-0.4372,1.6696,0.392,-0.0851,-0.2977,1,-9.27,-9.96,-35.78,195.76,25.91,-24.96,0,60.87,49.00824,8.410091,173,NaN,5.81,13.936001,10.6,21 / 26,216512,2018-07-11 10:24:57:755,,
3.6295,-4.7178,11.8251,3.6289,-4.4268,7.9627,0.1176,0.0403,2.5575,-0.4437,0.4145,0.1031,0,-9.88,-7.36,-36.83,199.6,24.27,-26.81,0,61.225,49.00824,8.410091,173,NaN,5.81,13.936001,10.6,21 / 26,217012,2018-07-11 10:24:58:255,,
3.6612,-0.8607,6.498,3.8882,-1.9696,8.7848,-0.1284,0.2774,-2.4762,-0.994,0.2967,0.2423,0,-8.99,-17.39,-33.81,195.58,10.33,-25.3,0,61.067,49.008316,8.410052,174,NaN,6.4,15.008,356,21 / 26,217512,2018-07-11 10:24:58:755,,
4.9708,-2.646,12.0895,4.717,-2.2933,8.2862,-0.3069,0.9845,2.2966,1.7066,-1.1426,-0.224,0,-10.03,-9.6,-35.93,196.04,24.29,-26.26,0,62.192,49.008316,8.410052,174,NaN,6.4,15.008,356,21 / 26,218012,2018-07-11 10:24:59:255,,
3.2971,-3.6519,7.4234,4.061,-4.827,7.5086,-0.5273,0.573,0.2725,0.1628,0.1873,-0.1661,1,-10.4,-3.79,-36.13,201.26,29.49,-28.41,0,59.877,49.008377,8.410021,172,NaN,6.69,15.008,354.9,20 / 26,218512,2018-07-11 10:24:59:755,,
4.4607,-1.9752,6.429,4.7414,-2.5259,8.2043,-0.1927,-0.2056,-1.7824,-0.6552,0.2816,0.1598,0,-13.69,-17.55,-31.87,192.15,9.76,-31.99,0,61.873,49.008377,8.410021,172,NaN,6.69,15.008,354.9,20 / 26,219012,2018-07-11 10:25:00:255,,
3.781,-3.0237,8.2976,4.9459,-2.9886,7.9231,-1.1964,0.4828,0.0957,1.3282,-0.5848,-0.1453,1,-11.14,-9.68,-35.89,205.28,17.74,-31.97,0,63.378,49.00847,8.410034,173,NaN,7.43,16.08,3.7,20 / 26,219512,2018-07-11 10:25:00:755,,
5.0722,-6.3112,10.0217,3.6469,-4.4721,7.9291,0.9339,-1.1536,2.0466,0.6457,0.4814,-0.482,1,-6.73,-2.84,-37.33,210.16,28.98,-28.67,0,63.419,49.00847,8.410034,173,NaN,7.43,16.08,3.7,20 / 26,220013,2018-07-11 10:25:01:256,,
4.2471,-4.4316,7.8343,4.4335,-2.9208,8.2452,-0.7298,-1.0105,-2.4404,-1.0478,0.9895,0.2251,1,-6.63,-10.13,-35.5,208.58,17.33,-28.27,0,62.819,49.008568,8.410076,171,NaN,8.27,17.152,6.2,18 / 26,220512,2018-07-11 10:25:01:755,,
3.5051,-1.6728,8.539,4.8325,-2.311,8.2144,-1.123,0.0697,0.687,2.3364,-0.7981,-0.4355,1,-5.15,-15.09,-33.92,210.35,13.63,-30.47,0,62.602,49.008568,8.410076,171,NaN,8.27,17.152,6.2,18 / 26,221013,2018-07-11 10:25:02:256,,
5.3705,-5.4846,10.4276,3.4293,-4.5021,8.0088,1.6361,-0.4325,1.752,0.1491,0.3483,0.0266,1,-2.01,-3.47,-36.62,213.78,29.24,-23.77,0,59.632,49.008663,8.410116,171,NaN,9.02,17.152,5.7,19 / 26,221513,2018-07-11 10:25:02:756,,
4.9829,-4.9658,7.055,3.5139,-3.9193,8.2742,0.8757,-0.3024,-2.3549,-2.1551,0.2136,0.1103,0,-5.23,-11.22,-35.94,208.25,11.35,-23.07,0,58.278,49.008663,8.410116,171,NaN,9.02,17.152,5.7,19 / 26,222012,2018-07-11 10:25:03:255,,
4.9184,-3.6805,7.6839,4.3368,-2.0908,8.5435,0.2305,-0.7898,-1.7183,0.9283,0.1534,0.2731,0,-10.09,-16.31,-35.93,197.47,12.31,-26.91,0,58.971,49.00864,8.410108,170,NaN,4.78,17.152,348,20 / 26,222512,2018-07-11 10:25:03:755,,
5.3389,-5.202,9.888,3.7303,-4.4033,7.9288,0.1687,-0.1341,1.5542,-0.1056,0.2207,0.1763,1,-10.86,-5.52,-38.87,195.92,26.68,-25.2,0,61.78,49.00864,8.410108,170,NaN,4.78,17.152,348,20 / 26,223012,2018-07-11 10:25:04:255,,
4.9146,-4.3958,6.112,4.3454,-3.9987,7.8293,0.5333,-0.1209,0.2926,-1.9815,-0.2549,0.1933,0,-14.66,-15.44,-32.76,183.02,11.55,-26.28,0,60.437,49.008705,8.410065,171,NaN,3.7,17.152,338.4,20 / 26,223512,2018-07-11 10:25:04:755,,
6.5987,-2.3668,7.6818,4.7372,-1.9417,8.3641,1.118,0.8954,-0.7731,1.1214,-0.0823,0.4931,0,-11.82,-18.33,-29.97,184.17,22.93,-25.57,0,62.132,49.008705,8.410065,171,NaN,3.7,17.152,338.4,20 / 26,224012,2018-07-11 10:25:05:255,,
4.2669,-5.1949,9.3293,3.2977,-4.9613,7.7898,1.3639,0.1326,0.449,0.0943,0.5009,0.2456,1,-0.62,-2.91,-38.47,214.14,30.39,-22.94,0,64.006,49.008778,8.410054,171,NaN,3.78,17.152,349.4,20 / 26,224512,2018-07-11 10:25:05:755,,
4.4023,-3.9253,11.7097,3.6448,-4.5611,7.8792,0.8131,-0.4579,3.7231,-1.7801,0.0256,0.1879,0,-5.19,-1.97,-38.83,211.64,27.72,-24.82,0,62.057,49.008778,8.410054,171,NaN,3.78,17.152,349.4,20 / 26,225013,2018-07-11 10:25:06:256,,
4.3945,-0.396,6.8703,4.1211,-2.124,8.6415,0.1999,1.2165,-1.9062,1.5728,-0.0598,0.3045,0,-9.27,-10.08,-36.63,200.86,19.89,-26.42,0,63.2,49.008827,8.409995,172,NaN,3.42,15.008,322,20 / 26,225512,2018-07-11 10:25:06:755,,
3.2514,-5.3533,9.2117,3.5484,-4.9547,7.6831,-0.283,-0.0578,0.6289,-0.2428,0.2333,-0.3096,1,-8.36,-2.72,-38.87,203.73,30.06,-25.61,0,62.217,49.008827,8.409995,172,NaN,3.42,15.008,322,20 / 26,226012,2018-07-11 10:25:07:255,,
3.098,-2.0646,8.1897,4.1358,-2.6375,8.4917,-0.0074,0.6221,-1.1336,-1.7854,0.5479,-0.0192,0,-10.08,-10.72,-36.55,199.19,15.6,-25.97,0,61.317,49.008923,8.410039,173,NaN,5.58,12.864,2.9,20 / 26,226512,2018-07-11 10:25:07:755,,
3.299,0.3883,5.1185,4.133,-2.0362,8.6569,-0.531,1.3182,-1.7258,1.4904,-0.4035,0.1246,1,-8.68,-17.56,-34.91,195.57,11.98,-25.52,0,62.938,49.008923,8.410039,173,NaN,5.58,12.864,2.9,20 / 26,227013,2018-07-11 10:25:08:256,,
3.3749,-4.3067,7.5976,3.0426,-5.0091,7.8627,-0.0548,1.1337,-1.0253,-0.381,-0.3256,-0.2911,1,-3.74,-5.16,-39.34,210.18,29.12,-25.23,0,61.903,49.009,8.410037,174,NaN,5.6,11.792,2.4,19 / 26,227513,2018-07-11 10:25:08:756,,
4.3439,-1.1566,9.5164,3.8286,-2.1857,8.7598,0.4859,0.7856,-0.5434,-2.0029,-0.8936,0.0791,1,-7.82,-19.2,-34.26,193.5,12.88,-23.61,0,60.628,49.009,8.410037,174,NaN,5.6,11.792,2.4,19 / 26,228012,2018-07-11 10:25:09:255,,
2.0656,-5.3874,8.5466,3.8301,-4.0125,8.0871,0.0753,-1.7054,0.2578,0.8199,-0.4928,0.0173,1,-6.98,-14.22,-37.71,199.51,24.15,-25.34,0,61.245,49.009068,8.410001,175,NaN,5.82,11.792,355,19 / 26,228512,2018-07-11 10:25:09:755,,
3.4572,-4.9598,8.2258,4.0674,-4.4256,7.7486,1.1182,-0.4095,3.0798,-0.6786,0.4434,0.4183,1,-6.75,-6.96,-43.16,208.98,26.83,-27.7,0,63.144,49.009068,8.410001,175,NaN,5.82,11.792,355,19 / 26,229012,2018-07-11 10:25:10:255,,
5.3228,-1.8039,5.7563,3.8545,-1.9004,8.8149,1.0096,0.0323,-1.725,-0.6793,0.9705,0.0246,0,-10.24,-26.52,-39.05,194.4,10,-26.69,0,62.757,49.009106,8.41004,177,NaN,4.08,11.792,6.5,18 / 26,229512,2018-07-11 10:25:10:755,,
2.9597,-3.712,8.1418,3.2848,-4.5743,8.0285,0.1194,-0.1813,0.6407,0.1742,-0.0192,-0.4862,1,-7.76,-12.33,-58.04,198.41,30.09,-20.66,0,62.086,49.009106,8.41004,177,NaN,4.08,11.792,6.5,18 / 26,230013,2018-07-11 10:25:11:256,,
5.8591,-5.5452,11.5954,4.0405,-3.8704,8.0539,-0.7519,0.2637,-1.9176,-2.2583,-0.6789,0.0336,1,-26.15,-9.24,-75.27,194.8,23.25,-26.64,0,60.57,49.00915,8.410045,178,NaN,4,13.936001,9.9,18 / 26,230513,2018-07-11 10:25:11:756,,
4.9745,-0.0459,9.4492,4.5956,-0.9972,8.6056,-0.1852,0.1057,-1.7795,1.7406,-0.0858,0.2114,1,-54.09,-9.06,-69.39,139.52,5.84,-28.1,0,59.935,49.00915,8.410045,178,NaN,4,13.936001,9.9,18 / 26,231012,2018-07-11 10:25:12:255,,
3.3825,-3.6763,4.3392,3.8682,-4.8765,7.578,-0.7939,2.2739,-2.3091,-0.2684,0.5545,0.3559,1,-47.57,34.02,-59.54,85.63,23.51,-25.19,0,57.613,49.00924,8.410149,179,NaN,5.61,12.864,14.9,18 / 26,231512,2018-07-11 10:25:12:755,,
4.8035,-4.4634,6.5201,3.7436,-1.588,8.9238,-0.3784,1.3211,-1.3059,-0.9976,0.6274,-0.213,1,-44.07,40.83,-43.46,37.43,9.32,-22.76,0,59.421,49.00924,8.410149,179,NaN,5.61,12.864,14.9,18 / 26,232013,2018-07-11 10:25:13:256,,
1.6103,-2.2556,9.5868,3.2511,-3.6721,8.4922,-0.7037,1.7565,0.3516,0.4456,0.2543,-0.6078,3,-21.49,28.43,-0.96,39.13,21.36,-28.42,0,61.901,49.009327,8.410178,178,NaN,7.74,11.792,2.3,18 / 26,232513,2018-07-11 10:25:13:756,,
